tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2022,3,34574,"Roanoke, VA",14574,ROA,34,70860,0.1136,301.54,0.1061,15,42430,0.1897,219.82,0.0732,19,28430,0.0000,423.50,0.1331,2022314574ROA
Table 7,2022,3,31714,"Fort Myers, FL",14635,RSW,83,1345690,0.9228,219.32,-0.0779,13,106230,0.7542,221.05,0.0639,70,1239460,0.9372,219.18,-0.0884,2022314635RSW
Table 7,2022,3,34674,"Santa Fe, NM",14674,SAF,21,26270,0.0000,381.14,0.4746,8,14900,0.0000,301.07,1.0594,13,11370,0.0000,486.06,0.1984,2022314674SAF
Table 7,2022,3,33570,"San Diego, CA",14679,SAN,136,4389160,0.9286,245.78,-0.0406,22,1481850,0.9685,133.50,-0.2303,114,2907310,0.9083,303.01,0.0156,2022314679SAN
Table 7,2022,3,33214,"San Antonio, TX",14683,SAT,118,1699590,0.9214,239.52,-0.0191,25,284600,0.8176,193.58,-0.1058,93,1414990,0.9423,248.76,-0.0040,2022314683SAT
Table 7,2022,3,34685,"Savannah, GA",14685,SAV,76,659380,0.7847,220.64,-0.0521,26,222510,0.6574,191.57,-0.1043,50,436870,0.8495,235.44,-0.0287,2022314685SAV
Table 7,2022,3,34696,"South Bend, IN",14696,SBN,34,95940,0.4385,238.43,-0.1070,10,26410,0.0000,307.54,0.4879,24,69530,0.6051,212.19,-0.2681,2022314696SBN
Table 7,2022,3,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,19,72960,0.0000,292.18,0.1595,5,29470,0.0000,221.81,0.2414,14,43490,0.0000,339.86,0.1266,2022314698SBP
Table 7,2022,3,34711,"Philipsburg/State College, PA",14711,SCE,9,9110,0.0000,341.08,0.4929,4,6840,0.0000,275.06,0.7835,5,2270,0.0000,540.02,0.1943,2022314711SCE
Table 7,2022,3,33044,"Louisville, KY",14730,SDF,78,701950,0.8356,251.03,0.0173,41,405720,0.7155,220.40,0.0482,37,296230,1.0000,292.98,-0.0127,2022314730SDF
Table 7,2022,3,30559,"Seattle, WA",14747,SEA,151,6353950,0.6650,282.33,0.0351,29,1321230,0.3988,181.61,-0.0639,122,5032720,0.7349,308.77,0.0523,2022314747SEA
Table 7,2022,3,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,157,5482920,0.6197,307.28,0.0516,29,1822200,0.5817,158.97,-0.0659,128,3660720,0.6387,381.11,0.0798,2022314771SFO
Table 7,2022,3,34783,"Springfield, MO",14783,SGF,45,180060,0.4132,263.96,0.0643,10,61090,0.1134,273.72,0.4042,35,118970,0.5671,258.95,-0.0593,2022314783SGF
Table 7,2022,3,30476,"Shreveport, LA",14814,SHV,29,59130,0.3839,264.24,0.0220,6,14470,0.1866,253.14,0.1317,23,44660,0.4478,267.84,-0.0074,2022314814SHV
Table 7,2022,3,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,149,1957170,0.9664,199.23,-0.0756,23,1308770,0.9962,139.07,-0.1564,126,648400,0.9061,320.65,0.0089,2022314831SJC
Table 7,2022,3,34614,"Salt Lake City, UT",14869,SLC,128,2940040,0.8197,256.58,0.0682,40,1439090,0.8016,184.26,0.0287,88,1500950,0.8370,325.92,0.0909,2022314869SLC
Table 7,2022,3,33192,"Sacramento, CA",14893,SMF,101,2269130,0.9723,220.40,-0.1005,19,1317440,0.9944,138.03,-0.2157,82,951690,0.9418,334.44,-0.0182,2022314893SMF
Table 7,2022,3,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,178,2303710,0.8284,244.13,0.0528,28,872170,0.8518,151.73,-0.0461,150,1431540,0.8141,300.42,0.0875,2022314908SNA
Table 7,2022,3,31123,"St. Louis, MO",15016,STL,107,2110590,0.9393,228.95,0.0318,47,893310,0.9054,197.43,-0.0113,60,1217280,0.9641,252.08,0.0583,2022315016STL
Table 7,2022,3,34433,"Santa Rosa, CA",15023,STS,10,114420,0.2522,187.11,-0.0031,9,109950,0.2625,177.44,-0.0168,1,4470,0.0000,424.90,0.1634,2022315023STS
Table 7,2022,3,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,14,28580,0.0000,371.08,0.5123,10,24710,0.0000,314.76,0.4109,4,3870,0.0000,730.71,0.8851,2022315041SUN
Table 7,2022,3,35096,"Syracuse, NY",15096,SYR,68,492450,0.7315,248.55,-0.0604,27,180930,0.4860,192.55,-0.0324,41,311520,0.8741,281.08,-0.0711,2022315096SYR
Table 7,2022,3,35249,"Tallahassee, FL",15249,TLH,36,97680,0.0000,317.86,0.2289,11,51430,0.0000,254.21,0.1367,25,46250,0.0000,388.65,0.3059,2022315249TLH
Table 7,2022,3,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,134,3395690,0.9411,216.14,-0.0470,33,597910,0.7899,182.86,-0.0637,101,2797780,0.9735,223.25,-0.0441,2022315304TPA
Table 7,2022,3,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,20,29230,0.1676,338.52,0.1745,8,11940,0.4104,204.73,-0.1199,12,17290,0.0000,430.92,0.3193,2022315323TRI
Table 7,2022,3,34653,"Tulsa, OK",15370,TUL,80,540700,0.8869,236.58,-0.0570,26,236890,0.7815,196.84,-0.1148,54,303810,0.9692,267.56,-0.0204,2022315370TUL
Table 7,2022,3,30436,"Tucson, AZ",15376,TUS,75,513520,0.7844,267.38,-0.0304,12,156750,1.0000,183.20,-0.0538,63,356770,0.6896,304.37,-0.0241,2022315376TUS
Table 7,2022,3,35380,"Traverse City, MI",15380,TVC,43,138330,0.1133,369.36,0.4237,18,62430,0.1310,302.94,0.3437,25,75900,0.0987,423.99,0.4752,2022315380TVC
Table 7,2022,3,35412,"Knoxville, TN",15412,TYS,61,396570,0.4887,263.62,0.0780,33,212990,0.4189,214.72,0.0163,28,183580,0.5697,320.35,0.1314,2022315412TYS
Table 7,2022,3,31504,"Valparaiso, FL",15624,VPS,76,439200,0.8531,195.75,-0.1749,35,262590,0.8042,165.63,-0.2636,41,176610,0.9258,240.53,-0.0588,2022315624VPS
Table 7,2022,3,31834,"Fayetteville, AR",15919,XNA,49,279490,0.4651,284.85,0.1944,14,118510,0.3451,257.40,0.3306,35,160980,0.5535,305.06,0.1230,2022315919XNA
Table 7,2022,2,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,21,164710,0.7271,154.33,-0.3342,7,51030,0.2926,208.83,-0.0840,14,113680,0.9222,129.87,-0.4438,2022210135ABE
Table 7,2022,2,30140,"Albuquerque, NM",10140,ABQ,84,859310,0.9527,261.62,-0.0039,21,371170,0.9284,200.95,-0.0380,63,488140,0.9712,307.76,0.0139,2022210140ABQ
Table 7,2022,2,30154,"Nantucket, MA",10154,ACK,8,29930,0.6869,181.66,-0.0109,8,29930,0.6869,181.66,-0.0109,,,,,,2022210154ACK
Table 7,2022,2,30157,"Eureka/Arcata, CA",10157,ACV,9,29970,0.3363,206.87,-0.0811,7,24500,0.4114,191.30,-0.1210,2,5470,0.0000,276.57,0.0690,2022210157ACV
Table 7,2022,2,30185,"Alexandria, LA",10185,AEX,8,7240,0.0000,317.98,0.1203,1,3220,0.0000,255.33,0.0336,7,4020,0.0000,368.15,0.1751,2022210185AEX
Table 7,2022,2,30208,"Augusta, GA",10208,AGS,33,71850,0.0000,349.19,0.2764,16,43040,0.0000,301.10,0.1793,17,28810,0.0000,421.03,0.3994,2022210208AGS
Table 7,2022,2,30257,"Albany, NY",10257,ALB,62,508040,0.7879,268.18,-0.0227,19,135200,0.4663,219.57,0.0265,43,372840,0.9045,285.81,-0.0356,2022210257ALB
Table 7,2022,2,30279,"Amarillo, TX",10279,AMA,34,98780,0.8894,229.60,-0.0497,9,57460,0.8324,186.79,0.0089,25,41320,0.9685,289.15,-0.0969,2022210279AMA
Table 7,2022,3,31617,"New Bern/Morehead/Beaufort, NC",11617,EWN,7,4170,0.0000,274.84,-0.1317,7,4170,0.0000,274.84,-0.1317,,,,,,2022311617EWN
Table 7,2022,2,30372,"Aspen, CO",10372,ASE,20,39390,0.0000,502.29,0.8069,6,14970,0.0000,391.69,0.7094,14,24420,0.0000,570.09,0.8514,2022210372ASE
Table 7,2022,2,30397,"Atlanta, GA (Metropolitan Area)",10397,ATL,161,7463050,0.8902,243.30,0.1202,94,4340760,0.8824,203.04,0.0802,67,3122290,0.9010,299.26,0.1608,2022210397ATL
Table 7,2022,2,30408,"Appleton, WI",10408,ATW,36,126950,0.6959,200.57,-0.2612,7,16690,0.3559,231.31,0.0648,29,110260,0.7473,195.91,-0.2995,2022210408ATW
Table 7,2023,2,31503,"Eagle, CO",11503,EGE,8,12230,0.0000,475.03,0.5640,1,5070,0.0000,410.92,0.7420,7,7160,0.0000,520.43,0.4794,2023211503EGE
Table 7,2022,2,30423,"Austin, TX",10423,AUS,135,3590040,0.9204,238.10,-0.0244,28,423300,0.8915,186.35,-0.0613,107,3166740,0.9242,245.02,-0.0204,2022210423AUS
Table 7,2022,2,30431,"Asheville, NC",10431,AVL,50,279030,0.6282,215.72,-0.1001,27,174550,0.6113,181.75,-0.1332,23,104480,0.6564,272.48,-0.0602,2022210431AVL
Table 7,2022,2,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,21,49460,0.0000,286.54,-0.0582,4,17190,0.0000,234.38,0.0561,17,32270,0.0000,314.32,-0.0970,2022210434AVP
Table 7,2022,2,30466,"Phoenix, AZ",10466,AZA,51,338030,1.0000,120.47,-0.5333,9,43050,1.0000,88.76,-0.5748,42,294980,1.0000,125.10,-0.5285,2022210466AZA
Table 7,2022,2,30469,"Kalamazoo, MI",10469,AZO,8,4220,0.0000,333.82,-0.0155,4,2350,0.0000,252.50,-0.0316,4,1870,0.0000,436.02,-0.0035,2022210469AZO
Table 7,2022,2,30529,"Hartford, CT",10529,BDL,85,1147490,0.8184,257.53,-0.0114,28,260950,0.5384,211.91,0.0117,57,886540,0.9008,270.96,-0.0166,2022210529BDL
Table 7,2022,2,30561,"Bakersfield, CA",10561,BFL,9,23680,0.0000,311.09,0.0747,1,7400,0.0000,223.88,0.0272,8,16280,0.0000,350.73,0.0894,2022210561BFL
Table 7,2022,2,30581,"Bangor, ME",10581,BGR,32,111140,0.2993,239.94,-0.1253,10,33250,0.0000,221.37,0.0679,22,77890,0.4270,247.87,-0.1817,2022210581BGR
Table 7,2022,2,30599,"Birmingham, AL",10599,BHM,71,486020,0.7025,299.04,0.1535,38,299500,0.5924,259.25,0.1067,33,186520,0.8791,362.95,0.2124,2022210599BHM
Table 7,2022,2,30627,"Bismarck/Mandan, ND",10627,BIS,15,58640,0.6465,208.98,-0.1722,2,15490,0.5688,206.12,0.1250,13,43150,0.6744,210.01,-0.2426,2022210627BIS
Table 7,2022,2,30666,"Bellingham, WA",10666,BLI,15,108650,0.9722,139.01,-0.4081,1,2350,0.0000,176.72,4.5224,14,106300,0.9937,138.18,-0.4226,2022210666BLI
Table 7,2022,2,30685,"Bloomington/Normal, IL",10685,BMI,12,45380,0.5452,191.67,-0.2044,3,14510,0.0000,260.54,0.3226,9,30870,0.8014,159.29,-0.3910,2022210685BMI
Table 7,2022,2,30693,"Nashville, TN",10693,BNA,125,3336830,0.9676,242.04,0.0451,69,1758030,0.9459,209.48,0.0145,56,1578800,0.9918,278.29,0.0722,2022210693BNA
Table 7,2022,4,31612,"Evansville, IN",11612,EVV,10,19570,0.3173,248.45,0.0494,5,17460,0.3557,217.22,0.0188,5,2110,0.0000,506.91,0.1742,2022411612EVV
Table 7,2023,2,32600,"Little Rock, AR",12992,LIT,71,388500,0.8401,272.53,0.0432,29,168900,0.7239,239.93,0.0092,42,219600,0.9294,297.60,0.0655,2023212992LIT
Table 7,2023,2,34057,"Portland, OR",14057,PDX,115,2873910,0.7861,261.56,-0.0104,18,609650,0.4496,188.89,0.0241,97,2264260,0.8767,281.13,-0.0165,2023214057PDX
Table 7,2022,4,32124,"Hilton Head, SC",12124,HHH,7,7010,0.0000,232.58,-0.0459,7,7010,0.0000,232.58,-0.0459,,,,,,2022412124HHH
Table 7,2022,4,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,55,476260,1.0000,112.74,-0.5207,15,118530,1.0000,98.07,-0.5538,40,357730,1.0000,117.60,-0.5106,2022414112PIE
Table 7,2022,4,30676,"Belleville, IL",10676,BLV,7,52400,1.0000,103.88,-0.5762,1,11440,1.0000,102.73,-0.5342,6,40960,1.0000,104.20,-0.5864,2022410676BLV
Table 7,2022,4,34314,"Provo, UT",14314,PVU,11,76010,1.0000,95.76,-0.6004,8,60080,1.0000,91.03,-0.5944,3,15930,1.0000,113.61,-0.6175,2022414314PVU
Table 7,2022,4,31703,"New York City, NY (Metropolitan Area)",15070,SWF,18,40150,1.0000,103.56,-0.5456,1,6630,1.0000,90.91,-0.5255,17,33520,1.0000,106.06,-0.5488,2022415070SWF
Table 7,2022,4,35356,"Trenton, NJ",15356,TTN,8,92950,0.9998,95.63,-0.6058,2,15160,1.0000,85.74,-0.6470,6,77790,0.9997,97.56,-0.5978,2022415356TTN
Table 7,2022,4,34761,"Sanford, FL",14761,SFB,60,550350,1.0000,113.46,-0.5338,18,163050,1.0000,97.84,-0.5781,42,387300,1.0000,120.04,-0.5164,2022414761SFB
Table 7,2023,1,30436,"Tucson, AZ",15376,TUS,84,657400,0.7085,279.04,0.0479,12,177340,1.0000,205.34,0.0310,72,480060,0.6009,306.27,0.0522,2023115376TUS
Table 7,2023,1,30852,"Washington, DC (Metropolitan Area)",10821,BWI,156,2511190,0.9755,213.43,-0.0700,62,867790,0.9615,175.52,-0.0429,94,1643400,0.9829,233.45,-0.0804,2023110821BWI
Table 7,2023,1,34570,"Reno, NV",14570,RNO,69,680570,0.9561,249.92,-0.0047,18,394980,0.9674,185.67,-0.0420,51,285590,0.9404,338.79,0.0256,2023114570RNO
Table 7,2023,1,30372,"Aspen, CO",10372,ASE,34,136750,0.0000,495.83,0.9659,8,42550,0.0000,418.77,0.8137,26,94200,0.0000,530.65,1.0265,2023110372ASE
Table 7,2023,1,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,31,100600,0.2848,271.52,0.0104,7,43160,0.3188,226.19,-0.0002,24,57440,0.2592,305.57,0.0164,2023114252PSC
Table 7,2023,1,34433,"Santa Rosa, CA",15023,STS,10,83690,0.2833,175.27,-0.1805,9,81040,0.2926,169.01,-0.1912,1,2650,0.0000,366.56,0.0077,2023115023STS
Table 7,2023,1,30721,"Boston, MA (Metropolitan Area)",10721,BOS,128,5305870,0.9488,237.43,-0.0328,29,1268930,0.9352,165.90,-0.0536,99,4036940,0.9531,259.92,-0.0285,2023110721BOS
Table 7,2023,1,35249,"Tallahassee, FL",15249,TLH,33,96790,0.0000,348.34,0.3487,11,52320,0.0000,299.17,0.2582,22,44470,0.0000,406.19,0.4384,2023115249TLH
Table 7,2023,1,34057,"Portland, OR",14057,PDX,107,2205670,0.8113,236.28,-0.0409,18,489290,0.5587,183.77,0.0176,89,1716380,0.8833,251.25,-0.0523,2023114057PDX
Table 7,2023,1,30747,"Brownsville, TX",10747,BRO,11,10810,0.0000,339.89,0.3091,3,6160,0.0000,264.32,0.5751,8,4650,0.0000,439.98,0.1539,2023110747BRO
Table 7,2023,1,34574,"Roanoke, VA",14574,ROA,32,63910,0.1618,284.45,0.0788,15,42100,0.2456,222.01,0.0084,17,21810,0.0000,404.96,0.1648,2023114574ROA
Table 7,2023,1,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,133,1572540,0.9636,193.67,-0.0775,22,1106610,0.9974,153.31,-0.1122,111,465930,0.8833,289.54,-0.0298,2023114831SJC
Table 7,2023,1,30977,"Chicago, IL",13232,MDW,133,1906960,0.9970,188.66,-0.1066,53,556340,0.9960,171.11,-0.0472,80,1350620,0.9975,195.89,-0.1262,2023113232MDW
Table 7,2023,1,32575,"Los Angeles, CA (Metropolitan Area)",12954,LGB,132,533990,0.9949,160.90,-0.2041,19,339050,0.9986,137.20,-0.1904,113,194940,0.9885,202.13,-0.2198,2023112954LGB
Table 7,2023,1,30158,"Atlantic City, NJ",10158,ACY,7,130940,0.9988,110.78,-0.4985,1,10240,1.0000,93.50,-0.5922,6,120700,0.9987,112.24,-0.4902,2023110158ACY
Table 7,2023,1,30852,"Washington, DC (Metropolitan Area)",11278,DCA,156,3578760,0.6082,241.28,0.1009,63,1561600,0.4152,203.62,0.1380,93,2017160,0.7576,270.44,0.0804,2023111278DCA
Table 7,2023,1,30194,"Dallas/Fort Worth, TX",11298,DFW,181,5195530,0.5466,261.56,0.1680,64,1253560,0.3343,235.10,0.1873,117,3941970,0.6141,269.98,0.1627,2023111298DFW
Table 7,2023,1,31977,"Green Bay, WI",11977,GRB,28,70570,0.6324,291.78,0.1176,5,8330,0.0000,308.11,3.4364,23,62240,0.7171,289.60,0.0101,2023111977GRB
Table 7,2023,1,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,21,27620,0.1839,300.12,0.1656,11,16730,0.3036,244.61,0.0992,10,10890,0.0000,385.42,0.2385,2023115323TRI
Table 7,2023,1,33502,"Montrose/Delta, CO",13502,MTJ,36,97320,0.6823,308.74,0.0865,10,31350,0.6526,223.23,-0.1229,26,65970,0.6964,349.38,0.1714,2023113502MTJ
Table 7,2023,1,31612,"Evansville, IN",11612,EVV,10,20220,0.2394,267.02,0.2135,5,15980,0.3029,231.87,0.1687,5,4240,0.0000,399.49,0.3244,2023111612EVV
Table 7,2023,1,34761,"Sanford, FL",14761,SFB,59,539410,1.0000,119.86,-0.4938,18,121420,1.0000,91.15,-0.6016,41,417990,1.0000,128.20,-0.4638,2023114761SFB
Table 7,2023,1,31986,"Grand Rapids, MI",11986,GRR,70,625990,0.8516,240.62,-0.0228,28,138590,0.6077,258.87,0.1258,42,487400,0.9209,235.43,-0.0615,2023111986GRR
Table 7,2023,1,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,167,1007390,0.9472,226.53,-0.0449,25,353110,0.9876,168.14,0.0077,142,654280,0.9254,258.04,-0.0621,2023113891ONT
Table 7,2023,1,30189,"Colorado Springs, CO",11109,COS,57,292870,0.9185,220.53,-0.1172,11,131200,0.8546,179.77,-0.1703,46,161670,0.9704,253.61,-0.0835,2023111109COS
Table 7,2022,4,34696,"South Bend, IN",14696,SBN,36,132640,0.4649,251.28,-0.0534,11,34750,0.0000,308.77,0.3672,25,97890,0.6300,230.87,-0.1741,2022414696SBN
Table 7,2022,4,34321,"Portland, ME",14321,PWM,63,351920,0.6332,270.14,0.0034,18,128470,0.4670,210.83,0.0662,45,223450,0.7287,304.23,-0.0196,2022414321PWM
Table 7,2022,4,30372,"Aspen, CO",10372,ASE,25,64560,0.0000,470.59,0.7663,6,22860,0.0000,389.91,0.6816,19,41700,0.0000,514.82,0.8040,2022410372ASE
Table 7,2022,4,34057,"Portland, OR",14057,PDX,109,2588350,0.7512,267.71,0.0172,18,574910,0.4316,191.73,0.0410,91,2013440,0.8425,289.40,0.0129,2022414057PDX
Table 7,2022,4,31823,"Fort Wayne, IN",11823,FWA,39,117000,0.5179,235.23,-0.1318,15,28490,0.0000,288.31,0.1835,24,88510,0.6846,218.14,-0.2202,2022411823FWA
Table 7,2022,4,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,138,3934260,0.9427,230.20,-0.0154,35,684860,0.7874,203.63,-0.0064,103,3249400,0.9754,235.81,-0.0170,2022415304TPA
Table 7,2022,4,34711,"Philipsburg/State College, PA",14711,SCE,9,13770,0.0000,337.33,0.4363,5,10730,0.0000,280.16,0.6073,4,3040,0.0000,539.12,0.2018,2022414711SCE
Table 7,2022,4,34685,"Savannah, GA",14685,SAV,75,633140,0.7389,247.43,-0.0197,31,328800,0.7305,205.63,-0.0968,44,304340,0.7480,292.59,0.0482,2022414685SAV
Table 7,2022,4,34699,"Steamboat Springs, CO",12094,HDN,21,30710,0.6851,329.11,0.3093,1,2980,1.0000,159.93,-0.1082,20,27730,0.6513,347.29,0.3403,2022412094HDN
Table 7,2022,4,31650,"Minneapolis/St. Paul, MN",13487,MSP,136,3875030,0.8626,252.94,0.0826,40,907560,0.8254,226.85,0.1644,96,2967470,0.8740,260.92,0.0627,2022413487MSP
Table 7,2022,4,30194,"Dallas/Fort Worth, TX",11259,DAL,142,2290770,0.9973,204.84,-0.0561,40,937420,0.9991,182.45,-0.0592,102,1353350,0.9960,220.34,-0.0543,2022411259DAL
Table 7,2022,4,31895,"Great Falls, MT",12003,GTF,11,31890,0.4538,208.99,-0.0854,3,13150,0.0000,243.50,0.2106,8,18740,0.7722,184.77,-0.2540,2022412003GTF
Table 7,2022,4,32211,"Las Vegas, NV",12889,LAS,169,8093060,0.9894,212.64,-0.1572,39,2563990,0.9958,142.37,-0.2095,130,5529070,0.9864,245.22,-0.1419,2022412889LAS
Table 7,2022,4,31066,"Columbus, OH",12917,LCK,7,47220,1.0000,109.16,-0.5038,2,6220,1.0000,95.48,-0.5682,5,41000,1.0000,111.24,-0.4940,2022412917LCK
Table 7,2022,4,30852,"Washington, DC (Metropolitan Area)",12264,IAD,157,1916710,0.2987,290.28,0.1348,63,598770,0.2774,200.91,0.1532,94,1317940,0.3084,330.88,0.1298,2022412264IAD
Table 7,2022,4,30868,"Columbia, SC",10868,CAE,47,153740,0.0000,325.28,0.1958,22,90640,0.0000,283.27,0.2012,25,63100,0.0000,385.61,0.1903,2022410868CAE
Table 7,2022,4,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,85,1421000,0.8885,261.02,0.1485,15,139950,0.7288,264.17,0.2460,70,1281050,0.9060,260.68,0.1387,2022414027PBI
Table 7,2022,4,33485,"Madison, WI",13485,MSN,55,320910,0.2717,314.96,0.1951,14,72810,0.0000,304.74,0.2861,41,248100,0.3514,317.96,0.1718,2022413485MSN
Table 7,2022,4,31267,"Dayton, OH",11267,DAY,40,148560,0.1206,286.22,0.0896,15,74820,0.0000,262.20,0.1501,25,73740,0.2429,310.60,0.0425,2022411267DAY
Table 7,2022,4,30980,"Chattanooga, TN",10980,CHA,45,119930,0.0568,333.14,0.2494,21,68730,0.0991,293.62,0.3150,24,51200,0.0000,386.21,0.1888,2022410980CHA
Table 7,2022,4,34082,"Punta Gorda, FL",14082,PGD,41,352700,1.0000,124.83,-0.5022,4,28720,1.0000,95.28,-0.5908,37,323980,1.0000,127.45,-0.4949,2022414082PGD
Table 7,2022,4,30721,"Boston, MA (Metropolitan Area)",13296,MHT,129,272680,0.8444,235.55,-0.0064,29,78390,0.6409,221.71,0.1318,100,194290,0.9264,241.13,-0.0495,2022413296MHT
Table 7,2022,4,31986,"Grand Rapids, MI",11986,GRR,76,633770,0.8273,248.58,-0.0332,30,194550,0.5972,254.85,0.1088,46,439220,0.9292,245.80,-0.0869,2022411986GRR
Table 7,2022,4,30713,"Boise, ID",10713,BOI,77,846450,0.6796,225.92,-0.0948,26,597470,0.6664,178.18,-0.1394,51,248980,0.7113,340.49,-0.0318,2022410713BOI
Table 7,2022,4,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,79,28140,0.2150,317.37,0.2154,36,13710,0.2320,274.96,0.1124,43,14430,0.1989,357.66,0.3035,2022414098PHF
Table 7,2022,4,34574,"Roanoke, VA",14574,ROA,33,82070,0.1640,296.93,0.1071,15,53860,0.2499,229.78,0.0593,18,28210,0.0000,425.15,0.1612,2022414574ROA
Table 7,2022,4,33486,"Missoula, MT",13486,MSO,37,110040,0.3244,296.01,0.0121,6,43570,0.5033,232.60,-0.0349,31,66470,0.2072,337.57,0.0349,2022413486MSO
Table 7,2022,4,32206,"Harlingen/San Benito, TX",12206,HRL,38,148050,0.8957,230.71,-0.0847,8,64340,0.7924,177.99,-0.0931,30,83710,0.9752,271.23,-0.0804,2022412206HRL
Table 7,2022,4,34100,"Philadelphia, PA",14100,PHL,115,3659110,0.8214,261.81,0.0783,47,1264910,0.6856,228.28,0.2063,68,2394200,0.8932,279.53,0.0311,2022414100PHL
Table 7,2022,4,30436,"Tucson, AZ",15376,TUS,85,666030,0.7129,290.96,0.0405,13,184020,1.0000,202.85,-0.0026,72,482010,0.6033,324.60,0.0513,2022415376TUS
Table 7,2022,4,30194,"Dallas/Fort Worth, TX",11298,DFW,185,5910750,0.5486,269.61,0.1728,65,1324240,0.3327,235.45,0.1681,120,4586510,0.6110,279.47,0.1739,2022411298DFW
Table 7,2022,4,34986,"Sarasota/Bradenton, FL",14986,SRQ,86,804460,0.8730,215.63,-0.1176,10,88920,0.8244,201.77,-0.0870,76,715540,0.8791,217.36,-0.1210,2022414986SRQ
Table 7,2022,4,34108,"Peoria, IL",14108,PIA,25,80410,0.7325,188.17,-0.2618,6,14930,0.1527,269.29,0.1841,19,65480,0.8647,169.67,-0.3503,2022414108PIA
Table 7,2022,4,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,18,44810,0.0000,299.15,-0.0050,4,15890,0.0000,264.30,0.2134,14,28920,0.0000,318.30,-0.0806,2022410434AVP
Table 7,2022,4,30615,"El Paso, TX",11540,ELP,77,767760,0.9305,252.12,-0.0220,21,423230,0.9229,193.61,-0.0768,56,344530,0.9400,323.99,0.0226,2022411540ELP
Table 7,2022,4,32575,"Los Angeles, CA (Metropolitan Area)",12892,LAX,174,8427500,0.9119,289.54,0.0228,27,1795330,0.9519,154.12,-0.0990,147,6632170,0.9011,326.20,0.0408,2022412892LAX
Table 7,2022,4,30325,"Denver, CO",11292,DEN,173,7790350,0.9536,214.03,-0.0734,46,1881840,0.9524,177.76,-0.1109,127,5908510,0.9540,225.58,-0.0635,2022411292DEN
Table 7,2022,4,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,32,115870,0.3034,288.42,0.0609,7,51060,0.3253,233.86,0.0863,25,64810,0.2862,331.41,0.0473,2022414252PSC
Table 7,2022,4,30693,"Nashville, TN",10693,BNA,129,3414430,0.9665,220.66,-0.0425,70,1772390,0.9433,196.13,-0.0709,59,1642040,0.9915,247.13,-0.0167,2022410693BNA
Table 7,2022,4,33044,"Louisville, KY",14730,SDF,73,694240,0.8211,256.37,0.0148,39,412730,0.6991,230.23,0.0326,34,281510,1.0000,294.70,-0.0048,2022414730SDF
Table 7,2022,4,34576,"Rochester, NY",14576,ROC,61,440550,0.7666,235.88,-0.0158,26,211450,0.5524,201.99,0.1975,35,229100,0.9642,267.15,-0.1247,2022414576ROC
Table 7,2022,4,31503,"Eagle, CO",11503,EGE,20,40680,0.0000,500.60,0.7266,5,11760,0.0000,438.73,0.6627,15,28920,0.0000,525.76,0.7494,2022411503EGE
Table 7,2022,4,30721,"Boston, MA (Metropolitan Area)",14307,PVD,132,663320,0.8174,242.13,0.0458,29,166480,0.6263,213.47,0.1915,103,496840,0.8815,251.73,0.0106,2022414307PVD
Table 7,2022,4,31641,"Fayetteville, NC",11641,FAY,10,15640,0.0000,327.72,0.3937,2,5540,0.0000,268.29,0.7926,8,10100,0.0000,360.31,0.2776,2022411641FAY
Table 7,2022,4,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,38,141280,0.2350,314.77,0.0660,4,29710,0.0000,266.69,0.1906,34,111570,0.2976,327.58,0.0423,2022413256MFE
Table 7,2022,4,33360,"Melbourne, FL",13360,MLB,19,35540,0.1829,266.37,-0.0167,3,18660,0.1720,246.02,0.0211,16,16880,0.1949,288.88,-0.0498,2022413360MLB
Table 7,2022,4,33214,"San Antonio, TX",14683,SAT,119,1866070,0.8711,257.45,0.0219,25,291240,0.8033,211.57,-0.0955,94,1574830,0.8837,265.94,0.0418,2022414683SAT
